id,publisher,name,Identity,align,eye,hair,sex,alive,appearances,first_appearance,month,year,date
172,Marvel,Meggan Puceanu (Earth-616),Secret Identity,Good Characters,NA,NA,Female Characters,Living Characters,240,"1983, December",December,1983,12/1/1983
173,Marvel,Robert Reynolds (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,240,"2000, September",September,2000,9/1/2000
174,Marvel,Aleksei Sytsevich (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,239,"1966, October",October,1966,10/1/1966
175,Marvel,Santo Vaccarro (Earth-616),Secret Identity,Good Characters,White Eyes,No Hair,Male Characters,Living Characters,238,"2003, September",September,2003,9/1/2003
176,Marvel,Jonathan Clay (Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Living Characters,237,"1960, August",August,1960,8/1/1960
177,Marvel,Ares (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,236,"1949, April",April,1949,4/1/1949
178,Marvel,Sersi (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,236,"1976, September",September,1976,9/1/1976
179,Marvel,Guido Carosella (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Bald,Male Characters,Living Characters,236,"1985, July",July,1985,7/1/1985
180,Marvel,Zabu (Earth-616),Public Identity,Good Characters,Green Eyes,Orange Hair,Male Characters,Living Characters,234,"1965, March",March,1965,3/1/1965
181,Marvel,Michael Morbius (Earth-616),Secret Identity,Neutral Characters,Red Eyes,Black Hair,Male Characters,Living Characters,231,"1971, October",October,1971,10/1/1971
182,Marvel,Julio Richter (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,231,"1987, June",June,1987,6/1/1987
183,Marvel,Phoenix Force (Earth-616),Secret Identity,Neutral Characters,NA,No Hair,NA,Deceased Characters,229,"1976, October",October,1976,10/1/1976
184,Marvel,Megan Gwynn (Earth-616),Public Identity,Good Characters,Black Eyeballs,Pink Hair,Female Characters,Living Characters,229,"2004, November",November,2004,11/1/2004
185,Marvel,Kyle Richmond (Earth-616),Secret Identity,Good Characters,Brown Eyes,Auburn Hair,Male Characters,Living Characters,227,"1969, October",October,1969,10/1/1969
186,Marvel,Karen Page (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Deceased Characters,226,"1964, April",April,1964,4/1/1964
187,Marvel,Tyrone Johnson (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,226,"1982, March",March,1982,3/1/1982
188,Marvel,Maxwell Dillon (Earth-616),Public Identity,Bad Characters,Blue Eyes,Auburn Hair,Male Characters,Living Characters,225,"1964, February",February,1964,2/1/1964
189,Marvel,Valerie Cooper (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,225,"1983, December",December,1983,12/1/1983
190,Marvel,Anna May (Earth-616),No Dual Identity,Good Characters,Blue Eyes,White Hair,Female Characters,Living Characters,224,"1964, August",August,1964,8/1/1964
191,Marvel,Vlad Dracula (Earth-616),No Dual Identity,Bad Characters,Red Eyes,White Hair,Male Characters,Living Characters,223,"1951, March",March,1951,3/1/1951
192,Marvel,Tandy Bowen (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,222,"1982, March",March,1982,3/1/1982
193,Marvel,Monet St. Croix (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,221,"1994, November",November,1994,11/1/1994
194,Marvel,Gamora (Earth-616),No Dual Identity,Neutral Characters,Yellow Eyes,Black Hair,Female Characters,Living Characters,218,"1975, June",June,1975,6/1/1975
195,Marvel,Amara Aquilla (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,217,"1983, October",October,1983,10/1/1983
196,Marvel,Julia Carpenter (Earth-616),Secret Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,Living Characters,212,"1984, October",October,1984,10/1/1984
197,Marvel,Jane Foster (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,Living Characters,211,"1962, September",September,1962,9/1/1962
198,Marvel,Mortimer Toynbee (Earth-616),Secret Identity,Neutral Characters,Black Eyes,Brown Hair,Male Characters,Living Characters,210,"1964, March",March,1964,3/1/1964
199,Marvel,Scott Lang (Earth-616),Public Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,Living Characters,209,"1979, March",March,1979,3/1/1979
200,Marvel,Paige Guthrie (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,207,"1984, November",November,1984,11/1/1984
201,Marvel,Benjamin Parker (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,205,"1962, August",August,1962,8/1/1962
202,Marvel,Erik Josten (Earth-616),Secret Identity,Good Characters,Brown Eyes,Red Hair,Male Characters,Living Characters,204,"1965, October",October,1965,10/1/1965
203,Marvel,Jeanne-Marie Beaubier (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,203,"1979, April",April,1979,4/1/1979
204,Marvel,Carl Creel (Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,Living Characters,202,"1964, April",April,1964,4/1/1964
205,Marvel,Gloria Grant (Earth-616),No Dual Identity,NA,Brown Eyes,Black Hair,Female Characters,Living Characters,202,"1975, January",January,1975,1/1/1975
206,Marvel,Michael Twoyoungmen (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,200,"1979, April",April,1979,4/1/1979
207,Marvel,Hope Summers (Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,Living Characters,200,"2008, January",January,2008,1/1/2008
208,Marvel,Eric Masterson (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,198,"1988, May",May,1988,5/1/1988
209,Marvel,Alexander Power (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,197,"1984, August",August,1984,8/1/1984
210,Marvel,Matthew Hawk (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,195,"1962, November",November,1962,11/1/1962
211,Marvel,Jessica Jones (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,195,"1963, September",September,1963,9/1/1963
212,Marvel,Frederick Dukes (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,194,"1964, January",January,1964,1/1/1964
213,Marvel,Eric Brooks (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,194,"1973, July",July,1973,7/1/1973
214,Marvel,Eros (Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Living Characters,193,"1973, February",February,1973,2/1/1973
215,Marvel,Madison Jeffries (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,193,"1983, August",August,1983,8/1/1983
216,Marvel,Mandarin (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Deceased Characters,190,"1964, February",February,1964,2/1/1964
217,Marvel,The Wizard (Earth-616),Public Identity,Bad Characters,Hazel Eyes,Brown Hair,Male Characters,Living Characters,189,"1962, November",November,1962,11/1/1962
218,Marvel,Akihiro (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,189,"2006, October",October,2006,10/1/2006
219,Marvel,Sergei Kravinoff (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,188,"1964, August",August,1964,8/1/1964
220,Marvel,Jonothon Starsmore (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,187,"1994, November",November,1994,11/1/1994
221,Marvel,Helmut Zemo (Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,184,"1973, December",December,1973,12/1/1973
222,Marvel,Victor Borkowski (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,184,"2003, August",August,2003,8/1/2003
223,Marvel,Edward Leeds (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,181,"1964, November",November,1964,11/1/1964
224,Marvel,Ultron (Earth-616),No Dual Identity,Bad Characters,Red Eyes,No Hair,Male Characters,Deceased Characters,181,"1968, July",July,1968,7/1/1968
225,Marvel,Douglas Ramsey (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,181,"1984, March",March,1984,3/1/1984
226,Marvel,Quentin Beck (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,Living Characters,180,"1964, June",June,1964,6/1/1964
227,Marvel,Herbert Wyndham (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,179,"1966, November",November,1966,11/1/1966
228,Marvel,Julian Keller (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,179,"2003, August",August,2003,8/1/2003
229,Marvel,Jack Russell (Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Living Characters,178,"1972, February",February,1972,2/1/1972
230,Marvel,Celeste Cuckoo (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,177,"2001, November",November,2001,11/1/2001
231,Marvel,Valentina Allegra de Fontaine (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,176,"1967, August",August,1967,8/1/1967
232,Marvel,Ophelia Sarkissian (Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,Living Characters,175,"1969, February",February,1969,2/1/1969
233,Marvel,Colleen Wing (Earth-616),Public Identity,Good Characters,Blue Eyes,Auburn Hair,Female Characters,Living Characters,175,"1974, November",November,1974,11/1/1974
234,Marvel,Irma Cuckoo (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,175,"2001, November",November,2001,11/1/2001
235,Marvel,Sebastian Shaw (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,174,"1980, January",January,1980,1/1/1980
236,Marvel,Phoebe Cuckoo (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,174,"2001, November",November,2001,11/1/2001
237,Marvel,Sage (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,172,"1980, April",April,1980,4/1/1980
238,Marvel,Valeria Richards (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,171,"2002, February",February,2002,2/1/2002
239,Marvel,Donald Blake (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,170,"1962, August",August,1962,8/1/1962
240,Marvel,Hela (Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,Deceased Characters,170,"1964, March",March,1964,3/1/1964
241,Marvel,Lilandra Neramani (Earth-616),No Dual Identity,Good Characters,Orange Eyes,Black Hair,Female Characters,Deceased Characters,170,"1976, February",February,1976,2/1/1976
242,Marvel,Henry Gyrich (Earth-616),No Dual Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,Living Characters,170,"1977, November",November,1977,11/1/1977
243,Marvel,Dwayne Taylor (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,169,"1989, December",December,1989,12/1/1989
244,Marvel,Harold Hogan (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,166,"1963, September",September,1963,9/1/1963
245,Marvel,Redwing (Earth-616),Public Identity,NA,Yellow Eyes,NA,Male Characters,Living Characters,165,"1969, September",September,1969,9/1/1969
246,Marvel,Christopher Powell (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,165,"1991, March",March,1991,3/1/1991
247,Marvel,Harvey Elder (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,Living Characters,164,"1961, November",November,1961,11/1/1961
248,Marvel,Wolfgang von Strucker (Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,Deceased Characters,164,"1964, January",January,1964,1/1/1964
249,Marvel,Dirk Garthwaite (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,164,"1968, January",January,1968,1/1/1968
250,Marvel,Pip Gofern (Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Male Characters,Living Characters,163,"1975, April",April,1975,4/1/1975
251,Marvel,Tony Masters (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,163,"1980, May",May,1980,5/1/1980
252,Marvel,David Lieberman (Earth-616),Secret Identity,Neutral Characters,Green Eyes,Brown Hair,Male Characters,Deceased Characters,163,"1987, November",November,1987,11/1/1987
253,Marvel,James Hudson (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,161,"1978, February",February,1978,2/1/1978
254,Marvel,Miles Warren (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Living Characters,160,"1965, December",December,1965,12/1/1965
255,Marvel,Kallark (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blue Hair,Male Characters,Living Characters,160,"1977, October",October,1977,10/1/1977
256,Marvel,En Sabah Nur (Earth-616),Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,Deceased Characters,160,"1986, June",June,1986,6/1/1986
257,Marvel,Shiro Yoshida (Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Living Characters,158,"1970, January",January,1970,1/1/1970
258,Marvel,Silver Sablinova (Earth-616),Secret Identity,Good Characters,Blue Eyes,Silver Hair,Female Characters,Deceased Characters,158,"1985, June",June,1985,6/1/1985
259,Marvel,Elvin Haliday (Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,Living Characters,158,"1990, November",November,1990,11/1/1990
260,Marvel,James Bradley (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,158,"NA, NA",NA,NA,NA
261,Marvel,Calvin Zabo (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,157,"1963, December",December,1963,12/1/1963
262,Marvel,Frederick Myers (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,157,"1966, July",July,1966,7/1/1966
263,Marvel,Mantis (Earth-616),Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,Living Characters,156,"1973, June",June,1973,6/1/1973
264,Marvel,Marlene Alraune (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,156,"1976, June",June,1976,6/1/1976
265,Marvel,Rachel Leighton (Earth-616),Secret Identity,Good Characters,Green Eyes,Brown Hair,Female Characters,Living Characters,156,"1985, October",October,1985,10/1/1985
266,Marvel,Veranke (Earth-616),No Dual Identity,Bad Characters,Green Eyes,Green Hair,Female Characters,Deceased Characters,156,"2005, January",January,2005,1/1/2005
267,Marvel,Nathaniel Essex (Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,Living Characters,155,"1987, September",September,1987,9/1/1987
268,Marvel,Anthony Druid (Earth-616),Public Identity,Good Characters,Green Eyes,Black Hair,Male Characters,Deceased Characters,153,"1961, June",June,1961,6/1/1961
269,Marvel,Cassandra Lang (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Deceased Characters,153,"1979, April",April,1979,4/1/1979
270,Marvel,Beta Ray Bill (Earth-616),No Dual Identity,Good Characters,White Eyes,No Hair,Male Characters,Living Characters,153,"1983, November",November,1983,11/1/1983
